id,gid,x,y,v_x,v_y,radius,time
0,0,-8.993314,-1.004109,0.133726,-0.082186,0.750000,0.050000
1,0,-8.993394,1.004056,0.132126,0.081119,0.750000,0.050000
2,1,-0.006499,0.000000,-0.129982,0.000004,0.750000,0.050000
0,0,-8.980776,-1.009965,0.250761,-0.117104,0.750000,0.100000
1,0,-8.980763,1.010141,0.252619,0.121702,0.750000,0.100000
2,1,-0.018840,0.000000,-0.246811,-0.000002,0.750000,0.100000
0,0,-8.962926,-1.016701,0.356985,-0.134730,0.750000,0.150000
1,0,-8.962968,1.016866,0.355887,0.134500,0.750000,0.150000
2,1,-0.036424,0.000000,-0.351686,-0.000000,0.750000,0.150000
0,0,-8.940325,-1.023735,0.452024,-0.140676,0.750000,0.200000
1,0,-8.940600,1.023924,0.447374,0.141152,0.750000,0.200000
2,1,-0.058703,0.000004,-0.445580,0.000084,0.750000,0.200000
0,0,-8.913604,-1.030819,0.534426,-0.141687,0.750000,0.250000
1,0,-8.914071,1.031067,0.530581,0.142867,0.750000,0.250000
2,1,-0.085194,0.000009,-0.529828,0.000091,0.750000,0.250000
0,0,-8.883005,-1.037912,0.611982,-0.141864,0.750000,0.300000
1,0,-8.883742,1.038251,0.606571,0.143684,0.750000,0.300000
2,1,-0.115452,0.000022,-0.605157,0.000263,0.750000,0.300000
0,0,-8.848963,-1.045005,0.680840,-0.141858,0.750000,0.350000
1,0,-8.849971,1.045314,0.675421,0.141247,0.750000,0.350000
2,1,-0.149079,0.000026,-0.672533,0.000076,0.750000,0.350000
0,0,-8.811893,-1.051986,0.741397,-0.139605,0.750000,0.400000
1,0,-8.813237,1.052333,0.734685,0.140391,0.750000,0.400000
2,1,-0.185710,0.000026,-0.732621,0.000013,0.750000,0.400000
0,0,-8.772093,-1.058888,0.795990,-0.138043,0.750000,0.450000
1,0,-8.773722,1.059267,0.790303,0.138687,0.750000,0.450000
2,1,-0.225038,0.000009,-0.786570,-0.000348,0.750000,0.450000
0,0,-8.729789,-1.065622,0.846089,-0.134676,0.750000,0.500000
1,0,-8.731712,1.066152,0.840197,0.137686,0.750000,0.500000
2,1,-0.266761,-0.000004,-0.834457,-0.000263,0.750000,0.500000
0,0,-8.685352,-1.072296,0.888735,-0.133487,0.750000,0.550000
1,0,-8.687462,1.073002,0.884994,0.137006,0.750000,0.550000
2,1,-0.310630,-0.000019,-0.877383,-0.000298,0.750000,0.550000
0,0,-8.638909,-1.078914,0.928855,-0.132371,0.750000,0.600000
1,0,-8.641204,1.079699,0.925165,0.133935,0.750000,0.600000
2,1,-0.356420,-0.000059,-0.915799,-0.000795,0.750000,0.600000
0,0,-8.590804,-1.085503,0.962113,-0.131765,0.750000,0.650000
1,0,-8.593270,1.086337,0.958668,0.132764,0.750000,0.650000
2,1,-0.403909,-0.000072,-0.949782,-0.000273,0.750000,0.650000
0,0,-8.541152,-1.091987,0.993032,-0.129691,0.750000,0.700000
1,0,-8.543671,1.092841,0.991992,0.130079,0.750000,0.700000
2,1,-0.452932,-0.000088,-0.980456,-0.000313,0.750000,0.700000
0,0,-8.490084,-1.098379,1.021369,-0.127843,0.750000,0.750000
1,0,-8.492638,1.099243,1.020660,0.128042,0.750000,0.750000
2,1,-0.503320,-0.000106,-1.007756,-0.000351,0.750000,0.750000
0,0,-8.437656,-1.104771,1.048557,-0.127835,0.750000,0.800000
1,0,-8.440370,1.105617,1.045352,0.127477,0.750000,0.800000
2,1,-0.554883,-0.000125,-1.031254,-0.000389,0.750000,0.800000
0,0,-8.384105,-1.111155,1.071008,-0.127678,0.750000,0.850000
1,0,-8.387026,1.111895,1.066893,0.125566,0.750000,0.850000
2,1,-0.607490,-0.000164,-1.052136,-0.000784,0.750000,0.850000
0,0,-8.329604,-1.117397,1.090025,-0.124833,0.750000,0.900000
1,0,-8.332614,1.118164,1.088227,0.125374,0.750000,0.900000
2,1,-0.661042,-0.000163,-1.071049,0.000024,0.750000,0.900000
0,0,-8.274199,-1.123627,1.108097,-0.124613,0.750000,0.950000
1,0,-8.277377,1.124343,1.104748,0.123582,0.750000,0.950000
2,1,-0.715406,-0.000174,-1.087273,-0.000214,0.750000,0.950000
0,0,-8.218028,-1.129795,1.123436,-0.123363,0.750000,1.000000
1,0,-8.221258,1.130449,1.122384,0.122123,0.750000,1.000000
2,1,-0.770525,-0.000187,-1.102388,-0.000264,0.750000,1.000000
0,0,-8.161218,-1.135830,1.136200,-0.120688,0.750000,1.050000
1,0,-8.164394,1.136562,1.137265,0.122248,0.750000,1.050000
2,1,-0.826298,-0.000203,-1.115453,-0.000315,0.750000,1.050000
0,0,-8.103774,-1.141824,1.148877,-0.119886,0.750000,1.100000
1,0,-8.106900,1.142667,1.149886,0.122099,0.750000,1.100000
2,1,-0.882635,-0.000189,-1.126736,0.000274,0.750000,1.100000
0,0,-8.045736,-1.147696,1.160756,-0.117431,0.750000,1.150000
1,0,-8.048809,1.148719,1.161831,0.121046,0.750000,1.150000
2,1,-0.939434,-0.000175,-1.135986,0.000281,0.750000,1.150000
0,0,-7.987133,-1.153451,1.172057,-0.115104,0.750000,1.200000
1,0,-7.990253,1.154774,1.171107,0.121104,0.750000,1.200000
2,1,-0.996665,-0.000149,-1.144632,0.000513,0.750000,1.200000
0,0,-7.928096,-1.159125,1.180744,-0.113481,0.750000,1.250000
1,0,-7.931242,1.160832,1.180230,0.121166,0.750000,1.250000
2,1,-1.054277,-0.000126,-1.152229,0.000472,0.750000,1.250000
0,0,-7.868645,-1.164817,1.189018,-0.113831,0.750000,1.300000
1,0,-7.871858,1.166847,1.187677,0.120295,0.750000,1.300000
2,1,-1.112175,-0.000140,-1.157964,-0.000291,0.750000,1.300000
0,0,-7.808858,-1.170506,1.195733,-0.113797,0.750000,1.350000
1,0,-7.812134,1.172832,1.194473,0.119706,0.750000,1.350000
2,1,-1.170297,-0.000175,-1.162432,-0.000691,0.750000,1.350000
0,0,-7.748791,-1.176124,1.201348,-0.112356,0.750000,1.400000
1,0,-7.752054,1.178783,1.201600,0.119019,0.750000,1.400000
2,1,-1.228670,-0.000193,-1.167472,-0.000358,0.750000,1.400000
0,0,-7.688445,-1.181704,1.206923,-0.111593,0.750000,1.450000
1,0,-7.691760,1.184701,1.205879,0.118350,0.750000,1.450000
2,1,-1.287212,-0.000235,-1.170840,-0.000848,0.750000,1.450000
0,0,-7.627879,-1.187213,1.211307,-0.110193,0.750000,1.500000
1,0,-7.631282,1.190559,1.209560,0.117157,0.750000,1.500000
2,1,-1.345888,-0.000289,-1.173515,-0.001083,0.750000,1.500000
0,0,-7.567120,-1.192740,1.215184,-0.110522,0.750000,1.550000
1,0,-7.570624,1.196345,1.213158,0.115733,0.750000,1.550000
2,1,-1.404711,-0.000349,-1.176455,-0.001191,0.750000,1.550000
0,0,-7.506265,-1.198233,1.217097,-0.109864,0.750000,1.600000
1,0,-7.509833,1.202109,1.215825,0.115277,0.750000,1.600000
2,1,-1.463547,-0.000350,-1.176716,-0.000019,0.750000,1.600000
0,0,-7.445300,-1.203664,1.219309,-0.108616,0.750000,1.650000
1,0,-7.448926,1.207829,1.218142,0.114406,0.750000,1.650000
2,1,-1.522431,-0.000400,-1.177680,-0.001001,0.750000,1.650000
0,0,-7.384221,-1.209130,1.221575,-0.109321,0.750000,1.700000
1,0,-7.387902,1.213571,1.220482,0.114826,0.750000,1.700000
2,1,-1.581313,-0.000457,-1.177641,-0.001140,0.750000,1.700000
0,0,-7.323075,-1.214569,1.222928,-0.108790,0.750000,1.750000
1,0,-7.326814,1.219218,1.221765,0.112944,0.750000,1.750000
2,1,-1.640130,-0.000534,-1.176350,-0.001553,0.750000,1.750000
0,0,-7.261864,-1.220010,1.224211,-0.108825,0.750000,1.800000
1,0,-7.265701,1.224887,1.222252,0.113390,0.750000,1.800000
2,1,-1.698834,-0.000643,-1.174071,-0.002162,0.750000,1.800000
0,0,-7.200666,-1.225519,1.223957,-0.110162,0.750000,1.850000
1,0,-7.204603,1.230552,1.221960,0.113285,0.750000,1.850000
2,1,-1.757421,-0.000754,-1.171740,-0.002231,0.750000,1.850000
0,0,-7.139466,-1.231029,1.224009,-0.110217,0.750000,1.900000
1,0,-7.143471,1.236246,1.222644,0.113892,0.750000,1.900000
2,1,-1.815960,-0.000833,-1.170793,-0.001569,0.750000,1.900000
0,0,-7.078260,-1.236595,1.224126,-0.111302,0.750000,1.950000
1,0,-7.082309,1.241969,1.223228,0.114456,0.750000,1.950000
2,1,-1.874371,-0.000930,-1.168206,-0.001942,0.750000,1.950000
0,0,-7.017062,-1.242202,1.223945,-0.112151,0.750000,2.000000
1,0,-7.021177,1.247745,1.222649,0.115513,0.750000,2.000000
